t, x, y, z, u, v, w
0.010256411508, 3e+01, 0.23333, 19.609, 0.000000000000 0.000000000000 0.000000000000 

0.020512823015, 3e+01, 0.23333, 19.609, 0.000000000000 0.000000000000 0.000000000000 

0.030769234523, 3e+01, 0.23333, 19.609, 0.000000000000 0.000000000000 0.000000000000 

0.039511596784, 3e+01, 0.23333, 19.609, 0.000000000000 0.000000000000 0.000000000000 

0.047457772307, 3e+01, 0.23333, 19.609, 0.000000000013 0.000000000000 0.000000000000 

0.055403947830, 3e+01, 0.23333, 19.609, 0.000000001060 0.000000000000 0.000000000001 

0.063350123353, 3e+01, 0.23333, 19.609, 0.000000031608 0.000000000000 0.000000000018 

0.072790758684, 3e+01, 0.23333, 19.609, 0.000000527555 0.000000000000 0.000000000304 

0.082231394015, 3e+01, 0.23333, 19.609, 0.000004978472 0.000000000000 0.000000002851 

0.091672029346, 3e+01, 0.23333, 19.609, 0.000032368374 0.000000000000 0.000000018211 

0.101112664677, 3e+01, 0.23333, 19.609, 0.000157267423 0.000000000000 0.000000086072 

0.110553300008, 3e+01, 0.23333, 19.609, 0.000603971770 0.000000000000 0.000000322470 

0.119993935339, 3e+01, 0.23333, 19.609, 0.001911076833 0.000000000000 0.000001007871 

0.129434570670, 3e+01, 0.23333, 19.609, 0.005142493639 0.000000000000 0.000002664626 

0.138875206001, 3e+01, 0.23333, 19.609, 0.012061352842 0.000000000000 0.000006107066 

0.146784706041, 3e+01, 0.23333, 19.609, 0.023719772696 0.000000000000 0.000011603849 

0.160498512909, 3e+01, 0.23333, 19.609, 0.070427082479 0.000000000000 0.000031501346 

0.173281092662, 3e+01, 0.23333, 19.609, 0.160527631640 0.000000000000 0.000063680520 

0.185624417383, 3e+01, 0.23333, 19.609, 0.292313635349 0.000000000000 0.000101945938 

0.197967742104, 3e+01, 0.23333, 19.609, 0.444865643978 0.000000000000 0.000131739987 

0.210311066825, 3e+01, 0.23333, 19.609, 0.587190210819 0.000000000000 0.000142325225 

0.224096444901, 3e+01, 0.23333, 19.609, 0.712486505508 0.000000000000 0.000135142458 

0.237881822977, 3e+01, 0.23333, 19.609, 0.797837495804 0.000000000000 0.000119094671 

0.251667201053, 3e+01, 0.23333, 19.609, 0.848879516125 0.000000000000 0.000103552076 

0.265452579129, 3e+01, 0.23333, 19.609, 0.875416874886 0.000000000000 0.000087706372 

0.279237957206, 3e+01, 0.23333, 19.609, 0.886171340942 0.000000000000 0.000078174351 

0.293023335282, 3e+01, 0.23333, 19.609, 0.887860476971 0.000000000000 0.000065215092 

0.306808713358, 3e+01, 0.23333, 19.609, 0.885978102684 0.000000000000 0.000061041603 

0.320594091434, 3e+01, 0.23333, 19.609, 0.885591864586 0.000000000000 0.000057464178 

0.334379469510, 3e+01, 0.23333, 19.609, 0.891690969467 0.000000000000 0.000062386462 

0.348164847586, 3e+01, 0.23333, 19.609, 0.909202337265 0.000000000000 0.000074981224 

0.361024574842, 3e+01, 0.23333, 19.609, 0.941189050674 0.000000000000 0.000088086577 

0.373884302098, 3e+01, 0.23333, 19.609, 0.992312729359 0.000000000000 0.000106306725 

0.386744029354, 3e+01, 0.23333, 19.609, 1.063691735268 -0.000000072100 0.000121309007 

0.399603756610, 3e+01, 0.23333, 19.609, 1.153421163559 -0.000000418126 0.000131563866 

0.412056493107, 3e+01, 0.23333, 19.609, 1.253319621086 0.000000751140 0.000135251394 

0.424102238845, 3e+01, 0.23333, 19.609, 1.356317877769 -0.000000415098 0.000133492766 

0.436147984583, 3e+01, 0.23333, 19.609, 1.457670092583 -0.000001279955 0.000128356274 

0.448193730321, 3e+01, 0.23333, 19.609, 1.550191998482 0.000000592410 0.000120976380 

0.459402395878, 3e+01, 0.23333, 19.609, 1.622657656670 0.000000301450 0.000115270246 

0.470611061435, 3e+01, 0.23333, 19.609, 1.678987741470 -0.000000319018 0.000111701549 

0.480934162159, 3e+01, 0.23333, 19.609, 1.715129256248 -0.000000117293 0.000112569411 

0.490899757948, 3e+01, 0.23333, 19.609, 1.736230134964 -0.000000007124 0.000117655101 

0.500507848803, 3e+01, 0.23333, 19.609, 1.745186567307 -0.000000174606 0.000127368156 

0.509715227876, 3e+01, 0.23333, 19.609, 1.746060252190 0.000000008320 0.000140728080 

0.518521895166, 3e+01, 0.23333, 19.609, 1.741830110550 -0.000000015876 0.000155636328 

0.527328562457, 3e+01, 0.23333, 19.609, 1.735096335411 -0.000000061741 0.000170794563 

0.535817871336, 3e+01, 0.23333, 19.609, 1.727901458740 -0.000000003360 0.000183566095 

0.543989821803, 3e+01, 0.23333, 19.609, 1.721121430397 0.000000021766 0.000192262334 

